126.53,126.69,126.25,126.27
126.27,126.31,126.13,126.17
126.18,126.24,126.11,126.23
126.23,126.42,126.1,126.4
126.4,126.48,126.28,126.34
126.346,126.42,126.23,126.415
126.42,126.57,126.415,126.48
126.47,126.48,126.275,126.305
126.31,126.3799,126.235,126.3666
126.37,126.45,126.34,126.39
126.4,126.47,126.29,126.4362
126.44,126.6447,126.44,126.62
126.625,126.795,126.57,126.785
126.785,126.97,126.76,126.935
126.935,126.99,126.825,126.88
126.875,126.9999,126.83,126.99
126.985,127.0502,126.84,126.94
126.9301,127.06,126.93,127.04
127.0444,127.12,127.02,127.0221
127.02,127.05,126.925,127.045
127.045,127.1,126.47,127.015
127.011,127.0402,126.88,127
127.0001,127.0102,126.935,127.0071
127,127.03,126.875,126.955
126.95,126.97,126.9,126.965
126.965,127,126.85,126.85
126.845,126.85,126.75,126.83
126.83,126.83,126.77,126.77
126.77,126.84,126.7,126.78
126.79,126.92,126.782,126.9033
126.9,127.05,126.9,126.99
126.995,127.07,126.965,127.05
127.045,127.1,127.02,127.0701
127.0852,127.12,127,127.1178
127.1123,127.14,127.0018,127.0018
127.005,127.04,126.93,127.0201
127.0254,127.06,126.96,127.0001
127,127.07,126.9866,127.0606
127.07,127.155,127.07,127.155
127.16,127.19,127.11,127.18
127.175,127.1809,127.08,127.14
127.1399,127.18,127.111,127.1793
127.1775,127.225,127.11,127.1772
127.1714,127.24,127.1714,127.235
127.24,127.275,127.1725,127.18
127.185,127.22,127.1315,127.1701
127.17,127.22,127.14,127.1887
127.185,127.195,127.11,127.13
127.14,127.14,127.0299,127.035
127.0499,127.05,126.98,127.045
127.0488,127.1,127.0001,127.02
127.025,127.095,127.0239,127.03
127.04,127.071,127.01,127.02
127.0199,127.02,126.9401,126.96
126.9501,127.0099,126.9411,127
126.9933,127,126.93,126.95
126.95,127.01,126.9379,127.01
127,127.0699,126.98,127.06
127.065,127.11,127.05,127.105
127.108,127.127,127.095,127.12
127.115,127.13,127.08,127.09
127.1025,127.17,127.1,127.105
127.1,127.115,127.03,127.045
127.045,127.045,126.975,126.979
126.9701,127,126.9218,126.94
126.95,126.969,126.9117,126.969
126.9678,126.98,126.92,126.9208
126.925,126.936,126.87,126.8875
126.8899,126.91,126.88,126.8915
126.895,126.91,126.8,126.8479
126.8425,126.87,126.8322,126.84
126.85,126.8699,126.8,126.81
126.82,126.8253,126.77,126.81
126.81,126.811,126.76,126.8
126.79,126.86,126.78,126.831
126.835,126.85,126.7701,126.7801
126.7879,126.8,126.75,126.7601
126.76,126.77,126.7,126.755
